PaperID,PaperTitle,PublicationDate,PaperLocated,DOI,#Citation,#Reference,#Existed Reference,#Not in RG List
1732753,(PDF) Dynamical condition of neutral hydrogen envelopes of dwarf galaxies and their possible morphological evolution,02-Apr,Astronomy and Astrophysics 389(2),10.1051/0004-6361:20020594,10 ,63,31,32
1732754,(PDF) Pulsed radiation from neutron star winds,02-Apr,Astronomy and Astrophysics 388(2),10.1051/0004-6361:20020599,80 ,49,25,24
1732755,Subarcsecond Emission in Seyfert Galaxies: The Nuclear Component in the L and M Bands | Request PDF,02-Apr,The Astrophysical Journal 571(1),10.1086/341201,14 ,30,11,19
1732756,Associated Absorption Lines in the Radio-Loud Quasar 3C 351: Far-Ultraviolet Echelle Spectroscopy from the Hubble Space Telescope,02-Apr,The Astrophysical Journal 575(2),10.1086/341339,20 ,78,36,42
1732757,(PDF) Evidence for Synchrotron Bubbles from GRS 1915+105,02-Apr,Astronomy and Astrophysics 388(2),10.1051/0004-6361:20020569,15 ,27,12,15
1732758,(PDF) XMM-Newton observation of the distant (z=0.6) galaxy cluster RX J1120.1+4318,02-May,Astronomy and Astrophysics 390(1),10.1051/0004-6361:20020669,96 ,56,26,30
1732759,(PDF) Scalar Field Dark Matter and Galaxy Formation,02-May,,10.1007/978-3-642-55739-2_35,7 ,47,26,21
1732760,Parity properties of an advection-dominated solar alpha 2 Omega-dynamo | Request PDF,02-Aug,,10.1051/0004-6361:20020590,85 ,31,17,14
1732761,Interaction between Ionized and Molecular Gas in the Active Star-Forming Region W31,02-Apr,The Astrophysical Journal 575(1),10.1086/341285,22 ,77,34,43
1732762,Experience of high resolution VLBI imaging using generalized maximum entropy method | Request PDF,02-May,Astronomical and Astrophysical Transactions 20(2),10.1080/10556790108229733,1 ,10,4,6
1732763,(PDF) The structure of molecular clumps around high-mass young stellar objects,02-Apr,Astronomy and Astrophysics 389(2),10.1051/0004-6361:20020579,44 ,48,21,27
1732764,Stability of the lattice formed in first-order phase transitions to matter containing strangeness in protoneutron stars,02-Apr,Physical Review D 65(12),10.1103/PhysRevD.65.123002,3 ,59,35,24
1732765,Ten Billion Years of Galaxy Evolution,02-Apr,Publications of the Astronomical Society of the Pacific 114(798),10.1086/341708,42 ,45,22,23
1732766,(PDF) Dust-to-gas ratio and star formation history of blue compact dwarf galaxies,02-Apr,Astronomy and Astrophysics 388(2),10.1051/0004-6361:20020605,53 ,59,26,33
1732767,Hubble Space Telescope NICMOS observations of the polarization of NGC 1068,08-Dec,The Astrophysical Journal 574(1):95,10.1086/340946,20 ,64,49,15
1732768,(PDF) Survey of the ISM in early-type galaxies - IV. The hot dust component,02-Apr,Astronomy and Astrophysics 389(2),10.1051/0004-6361:20020582,35 ,55,24,75
1732769,Soft X-Ray Emission Lines in the Early Afterglow of Gamma-Ray Bursts | Request PDF,02-Apr,The Astrophysical Journal 572(1),10.1086/341448,43 ,46,19,27
1732770,(PDF) The Frequency Stability of Millisecond Oscillations in Thermonuclear X-Ray Bursts,02-Apr,The Astrophysical Journal 580(2),10.1086/343793,64 ,70,52,77
1732771,Ultraluminous X-ray Sources in M51,02-May,arXiv,,0 ,11,1,10
1732772,(PDF) High-accuracy comparison of numerical relativity simulations with post-Newtonian expansions,07-Sep,Physical review D: Particles and fields 76(12),10.1103/PhysRevD.76.124038,298 ,262,150,0
1732773,(PDF) New Constraints on Galaxy Evolution from the Optical Monitor on XMM-Newton,02-May,arXiv,,2 ,11,1,10
1732774,(PDF) HI Survey Science with the Canadian Large Adaptive Reflector,02-May,arXiv,,2 ,33,3,30
1732775,(PDF) Recent Dynamical Evolution of Galaxy Clusters,08-Dec,The Astrophysical Journal 572(1):L67,10.1086/341366,15 ,29,24,5
1732776,Primordial nucleosynthesis with a varying fine structure constant: An improved estimate,02-May,Physical review D: Particles and fields 66(6),10.1103/PhysRevD.66.063507,84 ,84,43,41
1732777,"(PDF) Collisional Stellar Dynamics, Gas Dynamics and Special Purpose Computing",02-May,arXiv,,3 ,30,9,40
1732778,Chaotic reheating | Request PDF,02-May,arXiv,,7 ,16,2,14
1732779,(PDF) Calibration of the distance scale from galactic Cepheids,02-Apr,Astronomy and Astrophysics 389(1),10.1051/0004-6361:20020492,29 ,85,76,83
1732780,The Y Band at 1.035 Microns: Photometric Calibration and the DwarfStellar/Substellar Color Sequence | Request PDF,02-Jun,Publications of the Astronomical Society of the Pacific 114(797):708-720,10.1086/341699,55 ,58,32,26
1732781,"The carrier of the ""30"" ??m emission feature in evolved stars: A simple model using magnesium sulfide",02-Apr,Astronomy and Astrophysics 390(2),10.1051/0004-6361:20020603,118 ,65,26,53
1732782,The Stellar and Gas Kinematics of Several Irregular Galaxies,08-Dec,The Astrophysical Journal 580(1):194,10.1086/343080,18 ,81,47,34
1732783,The age of the Sun and the relativistic corrections in the EOS | Request PDF,02-May,Astronomy and Astrophysics 390(3),10.1051/0004-6361:20020749,70 ,37,17,20
1732784,(PDF) The lithium content of the globular cluster NGC 6397,02-Apr,Astronomy and Astrophysics 390(1),10.1051/0004-6361:20020620,167 ,80,52,97
1732785,"(PDF) Blazars, Gamma Ray Bursts and Galactic superluminal sources",02-May,arXiv,,11 ,42,7,35
1732786,Neutrino Emission from Superfluid Neutron-Star Cores: Various Types of Neutron Pairing,02-Apr,Astronomy and Astrophysics 389(2),10.1051/0004-6361:20020602,19 ,30,13,17
1732787,(PDF) Coalescing Cellular Automata -- Synchronizing CA by Common Random Source and Varying Asynchronicity,08-Jan,arXiv,,0 ,16,12,4
1732788,"Dark and luminous matter in the NGC 3992 group of galaxies, I. The large barred spiral NGC 3992",02-Apr,Astronomy and Astrophysics 388(3),10.1051/0004-6361:20020539,23 ,103,48,55
1732789,(PDF) Near-infrared spectra of ISO selected Chamaeleon I young stellar objects,02-Apr,Astronomy and Astrophysics 389(2),10.1051/0004-6361:20020601,19 ,89,38,51
1732790,The X‐ray transient XTE J1859 + 226 in outburst and quiescence | Request PDF,02-Aug,Monthly Notices of the Royal Astronomical Society 334(4):999 - 1008,10.1046/j.1365-8711.2002.05588.x,49 ,42,31,11
1732791,(PDF) Scaling in the space climatology of the auroral indices: Is SOC the only possible explanation ?,02-Apr,Nonlinear Processes in Geophysics 9(5/6),10.5194/npg-9-389-2002,19 ,44,40,4
1732792,(PDF) ω Cen — An Ultra Compact Dwarf Galaxy?,03-Apr,Astrophysics and Space Science 284(2):643-646,10.1023/A:1024034812363,7 ,13,13,0
1732793,(PDF) Metal Abundances and Kinematics of Bright Metal-Poor Giants Selected from the LSE Survey: Implications for the Metal-Weak Thick Disk,02-Apr,The Astronomical Journal 124(2),10.1086/341377,62 ,81,32,49
1732794,A differential method of maximum entropy | Request PDF,02-May,arXiv,,0 ,7,1,6
1732795,(PDF) On the Atomic Polarization of the Ground Level of Na I,02-Jul,The Astrophysical Journal 573(2):864,10.1086/340768,26 ,26,17,9
1732796,Brown Dwarfs and the TW Hydrae Association,08-Dec,The Astrophysical Journal 575(1):484,10.1086/341259,135 ,60,30,39
1732797,(PDF) Spectrophotometric Observations of Blue Compact Dwarf Galaxies: Mrk 370,08-Dec,The Astrophysical Journal 577(1):164,10.1086/342134,22 ,85,100,59
1732798,"Dark and luminous matter in the NGC 3992 group of galaxies, II. The dwarf companions UGC 6923, UGC 6940, UGC 6969, and the Tully-Fisher relation",02-Apr,Astronomy and Astrophysics 388(3),10.1051/0004-6361:20020541,12 ,55,22,37
1732799,(PDF) The Extreme Ultraviolet Excess Emission in Five Clusters of Galaxies Revisited,02-Apr,Astronomy and Astrophysics 390(2),10.1051/0004-6361:20020725,23 ,54,24,30
1732800,Terrestrial origin of SNC meteorites and 30 Myr extinctions' shower source,02-May,arXiv,,2 ,157,129,28
1732801,"(PDF) Coronal Heating Distribution Due to Low-Frequency, Wave-driven Turbulence",02-Apr,The Astrophysical Journal 575(1),10.1086/341188,125 ,79,38,41
1732802,The stellar content of obscured Galactic giant H II regions. IV. NGC 3576 | Request PDF,07-Dec,The Astronomical Journal 124(5):2739,10.1086/343831,32 ,58,33,25
1732803,Fourier Techniques for Very Long Astrophysical Time Series Analysis,02-Apr,The Astronomical Journal 124(3),10.1086/342285,238 ,40,22,18
1732804,Gamma-ray bursts in normal and extreme star-forming galaxies | Request PDF,02-Apr,Monthly Notices of the Royal Astronomical Society 334(4),10.1046/j.1365-8711.2002.05586.x,23 ,182,83,99
1732805,Cataclysmic variable evolution: AM Her binaries and the period gap | Request PDF,02-Aug,Monthly Notices of the Royal Astronomical Society 335(1):1 - 0,10.1046/j.1365-8711.2002.05495.x,48 ,31,23,8
1732806,(PDF) Polarization statistics of extra-solar systems,02-Apr,Astronomy and Astrophysics 394(2),10.1051/0004-6361:20021151,12 ,23,10,13
1732807,(PDF) Metamaterial Analog of Electromagnetically Induced Transparency,09-Jan,Physical Review Letters 101(25):253903,10.1103/PhysRevLett.101.253903,586 ,56,38,17
1732808,IW And is a Z Cam-Type Dwarf Nova | Request PDF,02-May,arXiv,,3 ,18,8,10
1732809,(PDF) Recurrent nova IM Normae,02-Apr,Astronomy and Astrophysics 391(2),10.1051/0004-6361:20020985,15 ,51,18,33
1732810,CMB Comptonization by Energetic Nonthermal Electrons in Clusters of Galaxies | Request PDF,02-Apr,arXiv,,0 ,46,7,39
1732811,Magnetic activity of the cool component in symbiotic systems | Request PDF,02-Dec,Monthly Notices of the Royal Astronomical Society 337(3):1038 - 1042,10.1046/j.1365-8711.2002.05992.x,24 ,69,30,39
1732812,A cosmological tale of two varying constants | Request PDF,02-Apr,Physics Letters B 541(3-4):201-210,10.1016/S0370-2693(02)02233-5,76 ,44,34,10
1732813,"(PDF) Gamma-Ray Bursts, Supernova Kicks, and Gravitational Radiation",02-Apr,The Astrophysical Journal 579(2),10.1086/345288,73 ,50,50,39
1732814,Evidence for a Connection between the γ-Ray and the Highest Energy Cosmic-Ray Emissions by BL Lacertae Objects | Request PDF,02-Apr,The Astrophysical Journal 577(2),10.1086/344332,92 ,33,16,17
1732815,High-resolution X-ray imaging and spectroscopy of the core of NGC 4945 with XMM-Newton and Chandra | Request PDF,02-Apr,Monthly Notices of the Royal Astronomical Society 335(2),10.1046/j.1365-8711.2002.05585.x,57 ,45,19,26
1732816,The X-ray fast-time variability of Sco X-2 (GX 349+2) with RXTE | Request PDF,02-Apr,,10.1046/j.1365-8711.2002.05729.x,22 ,90,35,94
1732817,Emission-Line Eclipse Mapping of Velocity Fields in Dwarf-Nova Accretion Disk,02-May,Publications- Astronomical Society of Japan 54(3),10.1093/pasj/54.3.463,2 ,19,12,7
1732818,Physics results from the AMANDA-B10 neutrino telescope,02-May,Nuclear Physics B - Proceedings Supplements 110(2),10.1016/S0920-5632(02)01549-9,6 ,6,4,2
1732819,(PDF) Optical and Radio Monitoring of S5 1803+784,02-May,The Astronomical Journal 124(1),10.1086/341038,9 ,49,26,23
1732820,(PDF) Interstellar Scintillation of PSR J0437-4715 on Two Scales,02-May,Astronomy and Astrophysics 453(2),10.1051/0004-6361:20054280,6 ,23,11,12
1732821,(PDF) Comment on `On the next-to-leading order gravitational spin(1)-spin(2) dynamics' by J. Steinhoff et al,08-Jan,arXiv,,32 ,9,5,4
1732822,Power Spectra of X-Ray Binaries | Request PDF,02-Apr,The Astrophysical Journal 578(1),10.1086/342139,14 ,14,7,7
1732823,The Effects of Burst Activity on Soft Gamma Repeater Pulse Properties and Persistent Emission,02-Apr,,10.1063/1.1579432,0 ,33,5,28
1732824,The Enrichment History of the Intergalactic Medium: O VI in Lyα Forest Systems at Redshift z ~ 2,02-Apr,The Astrophysical Journal 578(1),10.1086/342404,82 ,38,17,21
1732825,(PDF) The central starburst and ionization mechanism in the LINER/H II region transition nucleus in NGC 4569,07-Dec,The Astronomical Journal 124(2):737,10.1086/341376,8 ,97,49,48
1732826,(PDF) Bose-Einstein condensation in antiferromagnets close to the saturation field,08-Jan,Physical Review B 77(5),10.1103/PhysRevB.77.052405,14 ,51,27,24
1732827,"(PDF) Spatially Resolved Observations of the Galactic Center Source, IRS 21",02-Apr,The Astrophysical Journal 575(2),10.1086/341470,58 ,80,68,81
1732828,The Numerical Simulation of Radiative Shocks. I. The Elimination of Numerical Shock Instabilities Using a Local Oscillation Filter | Request PDF,02-May,The Astrophysical Journal Supplement Series 147(1),10.1086/374795,29 ,17,13,4
1732829,Birkhoff's Theorem and the Void Matter Density,02-May,arXiv,,0 ,26,5,21
1732830,WIMP stars as dark matter in the Universe,02-May,arXiv,,3 ,8,2,6
1732831,Constraints on the Star Formation Rate from Supernova Relic Neutrino Observations,02-Apr,Monthly Notices of the Royal Astronomical Society 340(3),10.1046/j.1365-8711.2003.06507.x,59 ,93,40,53
1732833,(PDF) Modelling the Origin of Astrophysical Jets from Galactic and Extra-galactic Sources,Jul-99,arXiv,,3 ,63,40,23
1732834,(PDF) A fast direct method of mass reconstruction for gravitational lenses,Jul-99,arXiv,,17 ,17,7,10
1732835,(PDF) A Search for Radio Emission at the Bottom of the Main Sequence and Beyond,Jun-99,The Astronomical Journal 118(3),10.1086/301015,19 ,41,18,23
1732836,Saddles and dynamics in a solvable mean-field model,02-Dec,The Journal of Chemical Physics 118(18),10.1063/1.1565996,8 ,37,22,15
1732837,(PDF) Sums of multiplicative functions over a Beatty sequence,08-Feb,Bulletin of the Australian Mathematical Society 78(02),10.1017/S0004972708000853,11 ,21,20,1
1732838,Theoretical Engineering and Satellite Comlink of a PTVD-SHAM System | Request PDF,07-Oct,arXiv,,3 ,57,34,23
1732839,(PDF) Summary of SLAC'S SEY Measurement On Flat Accelerator Wall Materials,07-Dec,arXiv,,1 ,31,10,21
1732840,(PDF) ASTRO-F/FIS observing simulation: Detection limits for point sources,02-May,Publications- Astronomical Society of Japan 55(3),10.1093/pasj/55.3.717,9 ,39,22,17
1732841,Scaling up Tides in Numerical Models of Galaxy- and Halo-Formation | Request PDF,02-Apr,Monthly Notices of the Royal Astronomical Society 332(4),10.1046/j.1365-8711.2002.05372.x,33 ,43,22,21
1732842,Multi-object spectroscopy of low redshift EIS clusters. I,02-Apr,Astronomy and Astrophysics 388(1),10.1051/0004-6361:20020341,5 ,19,10,9
1732843,(PDF) Spin-down of Relativistic Stars with Phase Transitions and PSR J0537-6910,02-Apr,Astronomy and Astrophysics 395(1),10.1051/0004-6361:20021289,26 ,50,44,45
1732844,Chemical Processes in Cometary Comae | Request PDF,02-May,Earth Moon and Planets 90(1-4),10.1023/A:1021534417261,6 ,66,32,34
1732845,(PDF) V39: An unusual object in the field of IC 1613,02-Apr,Astronomy and Astrophysics 388(3),10.1051/0004-6361:20020562,3 ,25,16,23
1732846,(PDF) Dynamical Confirmation of Sloan Digital Sky Survey Weak-lensing Scaling Laws,08-Dec,The Astrophysical Journal 571(2):L85,10.1086/341364,51 ,31,17,14
1732847,"Tables of the partition functions for iron, Fe I -- Fe X",02-May,arXiv,,7 ,19,12,7
1732848,High-resolution X-ray spectroscopy of Procyon by Chandra and XMM-Newton | Request PDF,02-Apr,Astronomy and Astrophysics 389(1),10.1051/0004-6361:20020529,100 ,48,27,21
1732849,(PDF) Hydrogen Column Density Evaluations toward Capella: Consequences on the Interstellar Deuterium Abundance,02-Apr,The Astrophysical Journal 571(2),10.1086/341224,23 ,44,18,26
1732850,Dim Matter in the Disks of Low Surface Brightness Galaxies,02-May,,10.1007/978-3-642-55739-2_3,13 ,23,14,9
1732851,Search for sub-electronvolt solar axions using coherent conversion of axions into photons in magnetic field and gas helium | Request PDF,02-May,Physics Letters B 536(1-2):18-23,10.1016/S0370-2693(02)01822-1,96 ,32,22,10
1732852,(PDF) On Be Star Candidates and Possible Blue Pre-Main Sequence Objects in the Small Magellanic Cloud,02-Apr,Astronomy and Astrophysics 393(3),10.1051/0004-6361:20020916,75 ,41,20,21
1732853,A two-dimensional Kolmogorov-Smirnov test for crowded field source detection: ROSAT sources in NGC 6397 | Request PDF,02-Apr,Monthly Notices of the Royal Astronomical Society 335(1),10.1046/j.1365-8711.2002.05595.x,23 ,48,26,22
1732854,In Dust We Trust: An Overview of Observations and Theories of Interstellar Dust | Request PDF,02-May,,10.1007/978-94-010-0062-8_3,32 ,505,200,0
1732855,Mid-Infrared Spectropolarimetric Constraints on the Core-Mantle Interstellar Dust Model | Request PDF,02-Apr,The Astrophysical Journal 577(2),10.1086/342222,33 ,85,44,75
1732856,(PDF) Missing monopole strength of the Hoyle state in the inelastic α+12C scattering,08-Feb,Physics Letters B 660(4):331-338,10.1016/j.physletb.2007.12.059,22 ,61,37,23
1732857,Riesz transforms in one dimension,08-Jan,Indiana University Mathematics Journal 58(2),10.1512/iumj.2009.58.3514,14 ,23,21,2
1732858,(PDF) Order parameter configurations in the Lifshitz-type incommensurate ferroelectric thin films,08-Feb,arXiv,,0 ,0,0,0
1732859,Highly asymmetric soliton complexes in parabolic optical lattices,08-Feb,Optics Letters 33(2):141-3,10.1364/OL.33.000141,22 ,24,16,8
1732860,(PDF) Modelling the Astronomical Silicate Features: I. On the Spectrum Subtraction Method,02-Apr,Monthly Notices of the Royal Astronomical Society 334(4),10.1046/j.1365-8711.2002.05562.x,8 ,54,21,33
1732861,(PDF) Molecular Hydrogen Outflows in W51,02-Apr,The Astrophysical Journal 575(1),10.1086/341217,12 ,55,40,59
1732862,(PDF) Molecular Gas and Star Formation in Lynds 870,02-Apr,Astronomy and Astrophysics 389(2),10.1051/0004-6361:20020621,8 ,91,34,57
1732863,Measuring Neutron-Star Radii with Gravitational-Wave Detectors | Request PDF,03-Jan,Physical Review Letters 89(23):231102,10.1103/PhysRevLett.89.231102,79 ,72,43,29
1732864,"Extended Star Formation in Dwarf Spheroidal Galaxies: the Cases of Draco, Sextans, and Ursa Minor",02-Apr,Astronomy and Astrophysics 391(1),10.1051/0004-6361:20020609,66 ,101,42,59
1732865,Structure of Possible Long-lived Asteroid Belts | Request PDF,02-Apr,Monthly Notices of the Royal Astronomical Society 333(1),10.1046/j.1365-8711.2002.05579.x,21 ,29,18,11
1732866,(PDF) Two-stream Instability in Pulsar Magnetospheres,02-May,The Astrophysical Journal 320(1),10.1086/165546,69 ,71,35,36
1732867,"Rotation of hot horizontal-branch stars in the globular clusters NGC 1904, NGC 2808, NGC 6093, and NGC 7078 | Request PDF",02-Apr,The Astrophysical Journal 572(1),10.1086/341363,61 ,55,27,32
1732868,(PDF) The ROTSE-IIIa Telescope System,02-Apr,,10.1063/1.1579417,4 ,5,1,4
1732869,X-ray spectra produced by a hot plasma containing cold clouds,02-Apr,Monthly Notices of the Royal Astronomical Society 335(1),10.1046/j.1365-8711.2002.05597.x,9 ,74,35,39
1732870,Gamma-Ray Burst Afterglow emission with a decaying magnetic field,02-Apr,Monthly Notices of the Royal Astronomical Society 339(3),10.1046/j.1365-8711.2003.06242.x,53 ,61,23,38
1732871,(PDF) The E-peak distribution of the GRBs detected by HETE FREGATE instrument,02-Apr,,10.1063/1.1579300,1 ,5,3,2
1732872,Element abundances in cool white dwarfs. II. Ultraviolet observations of DZ white dwarfs,02-Apr,Astronomy and Astrophysics 385(3),10.1051/0004-6361:20020194,60 ,53,26,27
1732873,Does a varying speed of light solve the cosmological problems? | Request PDF,Jul-99,Physics Letters B 459(4):468–472,10.1016/S0370-2693(99)00694-2,50 ,13,9,4
1732874,(PDF) Search for TeV Gamma-Rays from Shell-Type Supernova Remnants,Jul-99,arXiv,,0 ,19,0,19
1732875,(PDF) The Star Formation History of the Local Group Dwarf Galaxy Leo I,Jun-99,The Astronomical Journal 118(5),10.1086/301078,181 ,117,54,63
1732877,(PDF) Discovery of Millisecond Variability in the Neutron-Star X-Ray Transient SAX J1750.8-2900,02-Apr,The Astrophysical Journal 575(2),10.1086/341336,35 ,26,7,19
1732878,Homogeneous age dating of 55 Galactic globular clusters. Clues to the Galaxy formation mechanisms,02-May,Astronomy and Astrophysics 388(2),10.1051/0004-6361:20020554,215 ,70,27,62
1732879,First results from dark matter search experiment with LiF bolometer at Kamioka Underground Laboratory | Request PDF,03-Apr,Astroparticle Physics 19(1):135-144,10.1016/S0927-6505(02)00192-5,54 ,30,18,12
1732880,Model atmospheres for type Ia supernovae : Basic steps towards realistic synthetic spectra | Request PDF,02-May,arXiv,,1 ,8,3,5
1732881,Molecular Gas in Candidate Double-barred Galaxies. I. The Diverse Morphology and Dynamics of NGC 2273 and NGC 5728,02-Apr,The Astrophysical Journal 575(2),10.1086/341335,27 ,86,42,44
1732882,The Inner Scale Length of Spiral Galaxy Rotation Curves | Request PDF,02-Apr,The Astrophysical Journal 571(2),10.1086/341368,49 ,37,16,21
1732883,A Peculiar Linear Radio Feature in the Supernova Remnant N206,02-Apr,The Astronomical Journal 124(4),10.1086/341373,15 ,31,10,21
1732884,Merger Sites of Double Neutron Stars and Their Host Galaxies | Request PDF,02-Apr,The Astrophysical Journal 571(2),10.1086/341365,55 ,46,22,24
1732885,The Great PV Cephei Outflow: A Case Study in Outflow‐Cloud Interaction | Request PDF,02-Apr,The Astrophysical Journal 575(2),10.1086/341427,35 ,60,27,42
1732886,High Resolution X-ray Spectroscopy and the Nature of Warm Absorbers in AGN,02-May,arXiv,,1 ,21,5,16
1732887,Nearby quasar remnants and ultrahigh-energy cosmic rays | Request PDF,02-Jul,Physical review D: Particles and fields 66(2),10.1103/PhysRevD.66.023001,29 ,80,56,53
1732888,(PDF) Keck Spectroscopy of Globular Clusters in the Sombrero Galaxy,07-Dec,The Astronomical Journal 124(2):828,10.1086/341389,26 ,51,32,19
1732889,Note on a Conjecture of Wegner,08-Jan,Beitrage zur Algebra und Geometrie 52(1),10.1007/s13366-011-0004-3,1 ,12,8,4
1732900,Towards the automated reduction and calibration of SCUBA data from the James Clerk Maxwell Telescope | Request PDF,02-Oct,Monthly Notices of the Royal Astronomical Society 336(1):14 - 21,10.1046/j.1365-8711.2002.05604.x,71 ,37,18,19
1732901,RXTE view of the starburst galaxies M 82 and NGC 253 | Request PDF,02-Jul,Astronomy and Astrophysics 389(3):752-760,10.1051/0004-6361:20020635,17 ,62,27,35
1732902,Near-Infrared Photometric Variability of Stars Toward the Chamaeleon I Molecular Cloud | Request PDF,02-Apr,The Astronomical Journal 124(2),10.1086/341390,69 ,86,34,52
1732903,The Starlab Environment for Dense Stellar Systems,02-May,Proceedings of the International Astronomical Union 208,10.1017/S0074180900207286,8 ,24,14,10
1732904,(PDF) Detection of HD in emission towards Sagittarius B2,02-Apr,Astronomy and Astrophysics 388(2),10.1051/0004-6361:20020630,26 ,50,32,57
1732905,(PDF) Discovery of the neutron star nature of SLX 1737-282,02-Apr,Astronomy and Astrophysics 389(2),10.1051/0004-6361:20020631,37 ,44,19,25
1732906,"Bow Shocks, Wiggling Jets, and Wide‐Angle Winds: A High‐Resolution Study of the Entrainment Mechanism of the PV Cephei Molecular (CO) Outflow | Request PDF",02-Apr,The Astrophysical Journal 575(2),10.1086/341426,41 ,109,48,61
1732907,(PDF) Inner Molecular Rings in Barred Galaxies: BIMA Survey of Nearby Galaxies CO Observations,08-Dec,The Astrophysical Journal 574(1):126,10.1086/340793,21 ,39,16,23
1732908,(PDF) An Optical Ultra-High-Resolution Cross-dispersed Echelle Spectrograph with Adaptive Optics,02-Apr,Publications of the Astronomical Society of the Pacific 114(798),10.1086/341711,20 ,61,35,26
1732909,(PDF) New Limits on the Polarized Anisotropy of the Cosmic Microwave Background at Subdegree Angular Scales,02-Apr,The Astrophysical Journal 573(2),10.1086/342020,32 ,31,14,17
1732910,The Evolution of Shocks in Blazar Jets,02-Apr,Publications of the Astronomical Society of Australia 19(01),10.1071/AS02009,12 ,22,11,11
1732911,The Halo Stars in NGC 5128. III: An Inner-Halo Field and the Metallicity Distribution,02-Apr,The Astronomical Journal 123(6),10.1086/340466,154 ,129,57,72
1732912,A Spectral Diagnostic for Density-Bounded HII Regions | Request PDF,02-Apr,Astrophysics and Space Science 277(1),10.1046/j.1365-8711.2002.05606.x,7 ,33,16,17
1732913,Variable circular polarization associated with relativistic ejections from GRS 1915 + 105 | Request PDF,02-Oct,Monthly Notices of the Royal Astronomical Society 336(1):39 - 46,10.1046/j.1365-8711.2002.05701.x,43 ,55,31,28
1732914,On the interaction of FR-II radio sources with the intracluster medium | Request PDF,02-Apr,Monthly Notices of the Royal Astronomical Society 335(3),10.1046/j.1365-8711.2002.05638.x,46 ,67,34,33
1732915,On the atmospheric limitations of ground-based submillimetre astronomy using array receivers | Request PDF,02-Apr,Monthly Notices of the Royal Astronomical Society 336(1),10.1046/j.1365-8711.2002.05582.x,71 ,34,21,13
1732916,A very large glitch in PSR J1806−2125 | Request PDF,02-Apr,Monthly Notices of the Royal Astronomical Society 333(1),10.1046/j.1365-8711.2002.05600.x,25 ,12,8,4
1732917,Studying the Dynamics of Star Forming and IR Luminous Galaxies with Infrared Spectroscopy | Request PDF,02-Apr,,10.1007/10899892_20,0 ,56,27,29
1732918,(PDF) The ERE of the ``Red Rectangle,02-Jul,Astronomy and Astrophysics 390(1):147-154,10.1051/0004-6361:20020623,51 ,41,24,17
1732919,(PDF) Triply deuterated ammonia in NGC 1333,02-Jun,Astronomy and Astrophysics 388(3):L53-L56,10.1051/0004-6361:20020647,117 ,40,22,47
1732922,(PDF) Quantification of Uncertainty in the Measurement of Magnetic Fields in Clusters of Galaxies,02-Apr,The Astrophysical Journal 575(2),10.1086/341350,36 ,46,23,23
1732923,Galactic halo cusp-core: Tidal compression in mergers | Request PDF,02-May,Monthly Notices of the Royal Astronomical Society 341(1),10.1046/j.1365-8711.2003.06432.x,110 ,114,56,58
1732924,Blazhko stars: Always distorted? | Request PDF,02-Apr,Astronomy and Astrophysics 390(1),10.1051/0004-6361:20020654,28 ,37,11,26
1732925,Will Jets Identify the Progenitors of Type Ia Supernovae? | Request PDF,02-Apr,The Astrophysical Journal 571(2),10.1086/341413,15 ,62,28,34
1732926,The Effects of Planets and Brown Dwarfs on Stellar Rotation and Mass-Loss | Request PDF,02-Apr,The Astrophysical Journal 571(2),10.1086/341411,42 ,46,24,22
1732927,(PDF) The Galactic Exoplanet Survey Telescope (GEST),02-Sep,Proceedings of SPIE - The International Society for Optical Engineering 4854,10.1117/12.459816,22 ,60,94,15
1732928,"(PDF) Can Any ""Invariants"" Be Revealed in Quasi-periodic Phenomena Observed From Sco X-1?",02-Apr,The Astrophysical Journal 571(2),10.1086/341342,3 ,15,5,14
1732929,A Bayesian approach to discrete object detection in astronomical data sets,03-Jan,Monthly Notices of the Royal Astronomical Society 338(3):765 - 784,10.1046/j.1365-8711.2003.06094.x,112 ,29,19,10
1732930,(PDF) Using peak distribution of the cosmic microwave background for WMAP and Planck data analysis: Formalism and simulations,04-Jan,Astronomy and Astrophysics 413(3):833-842,10.1051/0004-6361:20031583,7 ,35,34,25
1732931,Inhomogeneous Big Bang Nucleosynthesis and Mutual Ion Diffusion,02-Apr,Physical Review D 66(4),10.1103/PhysRevD.66.043512,3 ,63,33,30
1732932,(PDF) Early Structure Formation and the Epoch of First Light,02-Sep,arXiv,,1 ,40,0,69
1732933,(PDF) The master space of Script N = 1 gauge theories,08-Aug,Journal of High Energy Physics 8(08),10.1088/1126-6708/2008/08/012,112 ,58,53,5
1732934,High-Redshift Galaxies and the Lyα Forest in a Cold Dark Matter Universe | Request PDF,08-Dec,The Astrophysical Journal 580(2):634,10.1086/343889,20 ,112,77,35
1732935,Small Scale Structure at High Redshift: IV. Low Ionization Gas Intersecting Three Lines of Sight to Q2237+0305,02-Apr,The Astrophysical Journal 576(1),10.1086/341267,49 ,115,46,133
1732936,"(PDF) Chandra Survey of Radio-quiet, High-Redshift Quasars",08-Dec,The Astrophysical Journal 588(1):119,10.1086/378724,43 ,130,50,0
1732937,Developing Diagnostics of Molecular Clouds Using Numerical MHD Simulations,02-May,Lecture Notes in Physics,10.1007/3-540-36238-X_9,10 ,81,45,36
