ID,PaperID,Theme
1998,1733307,'Physical Sciences'
1999,1733307, 'Magnetism'
2000,1733307, 'Electromagnetism'
2001,1733307, 'Micromagnetism'
2002,1733307, 'Micromagnetic Simulation'
2003,1733308,'Physical Sciences'
2004,1733308, 'Waves'
2005,1733309,'Integrability'
2006,1733310,'Translocation'
2007,1733311,
2008,1733312,
2009,1733313,'Engineering'
2010,1733313, 'Acoustic Engineering'
2011,1733313, 'Noise'
2012,1733314,
2013,1733315,'Wireless Communications'
2014,1733315, 'Communication Systems'
2015,1733315, 'Digital Communications'
2016,1733315, 'Engineering'
2017,1733315, 'Communication Engineering'
2018,1733315, 'Optical Engineering'
2019,1733315, 'Radio'
2020,1733316,
2021,1733317,
2022,1733318,
2023,1733319,
2024,1733320,'Astronomical Objects'
2025,1733320, 'Astronomy'
2026,1733320, 'Space Science'
2027,1733320, 'Black Holes'
2028,1733321,
2029,1733322,
2030,1733323,'Astrophysics'
2031,1733323, 'Space Science'
2032,1733323, 'Solar Activity'
2033,1733324,'Engineering'
2034,1733324, 'Materials Engineering'
2035,1733324, 'Ferroelectrics'
2036,1733325,
2037,1733326,'Cosmology'
2038,1733326, 'Mass'
2039,1733327,
2040,1733328,
2041,1733329,
2042,1733330,'Social Theory'
2043,1733330, 'Work'
2044,1733331,'Physical Sciences'
2045,1733331, 'Polarity'
