PaperID,Abstract
1732715,"We describe a Faraday-rotation structure in the Interstellar Medium detected through polarimetric imaging at 1420 MHz from the Canadian Galactic Plane Survey (CGPS). The structure, at l=91.8, b=-2.5, has an extent of ~2 degree, within which polarization angle varies smoothly over a range of ~100 degree. Polarized intensity also varies smoothly, showing a central peak within an outer shell. This region is in sharp contrast to its surroundings, where low-level chaotic polarization structure occurs on arcminute scales. The Faraday-rotation structure has no counterpart in radio total intensity, and is unrelated to known objects along the line of sight, which include a Lynds Bright Nebula, LBN 416, and the star cluster M39 (NGC7092). It is interpreted as a smooth enhancement of electron density. The absence of a counterpart, either in optical emission or in total intensity, establishes a lower limit to its distance. An upper limit is determined by the strong beam depolarization in this direction. At a probable distance of 350 +/- 50 pc, the size of the object is 10 pc, the enhancement of electron density is 1.7 cm-3, and the mass of ionized gas is 23 M_sun. It has a very smooth internal magnetic field of strength 3 microG, slightly enhanced above the ambient field. G91.8-2.5 is the second such object to be discovered in the CGPS, and it seems likely that such structures are common in the Magneto-Ionic Medium. Comment: 16 pages, 5 figures, ApJ accepted"
1732716,"We study numerically the cooling of a young bare strange star and show that its thermal luminosity, mostly due to e(+)e(-) pair production from the quark surface, may be much higher than the Eddington limit. The mean energy of photons far from the strange star is approximately 10(2) keV or even more. This differs both qualitatively and quantitatively from the thermal emission from neutron stars and provides a definite observational signature for bare strange stars. It is shown that the energy gap of superconducting quark matter may be estimated from the light curves if it is in the range from approximately 0.5 MeV to a few MeV."
1732717,"We present new Hubble Space Telescope (HST)/WFPC2 imagery and STIS long-slit spectroscopy of the planetary nebula NGC 7009. The primary goal was to obtain high spatial resolution of the intrinsic line ratio [O iii] 4364/5008 and thereby evaluate the electron temperature (Te) and the fractional mean-square Te variation (tA2)across the nebula. The WFPC2 Te map is rather uniform; almost all values are between 9000–11 000 K, with the higher Te values closely coinciding with the inner He++ zone. The results indicate very small values–≲0.01– for tA2 throughout. Our STIS data allow an even more direct determination of Te and tA2, albeit for a much smaller area than with WFPC2. We present results from binning the data along the slit into tiles that are 0.5-arcsec square (matching the slit width). The average [O iii] temperature using 45 tiles (excluding the central star and STIS fiducial bars) is 10 139 K; tA2 is 0.0035. The measurements of Te reported here are an average along each line of sight. Therefore, despite finding remarkably low tA2, we cannot completely rule out temperature fluctuations along the line of sight as the cause of the large abundance discrepancy between heavy element abundances inferred from collisionally excited emission lines compared to those derived from recombination lines."
1732718,"We consider density fluctuations of a two-fluid model consisting of hydrogen plasma and radiation prior to the cosmic hydrogen recombination. As investigation method that of the dispersion relations is applied, which have been derived from the general-relativistic sound-wave equations taking into account the coupling between plasma and radiation carefully. We obtain growing unstable acoustic modes within the mass range 2 · 106M ⊙< M < 6 · 10 12M ⊙. In a second step the coupled differential equations for the amplitudes of the unstable modes are integrated numerically with respect to time where the integration extends from the initial time prior to the hydrogen recombination up to the present time. We find a significant increase of the amplitudes up to 4 orders of magnitude, if the Universe is described by a cosmological model with a positive cosmological constant (Λ ≃ 2,2 · 10-56 cm-2) and a positive curvature (Lemaître-Universe) without an essential amount of cold dark matter. We conclude that the existence of galaxies confirm these statements."
1732719,"As part of the HST/STIS GRB host survey program we present the detection of three faint gamma-ray burst (GRB) host galaxies based on an accurate localisation using ground-based data of the optical afterglows (OAs). A common property of these three hosts is their extreme faintness. The location at which GRBs occur with respect to their host galaxies and surrounding environments are robust indicators of the nature of GRB progenitors. The bursts studied here are among the four most extreme outliers, in terms of relative distance from the host center, in the recent comprehensive study of Bloom et al. 2002. We obtain a revised and much higher probability that the galaxies identified as hosts indeed are related to the GRBs (P(n_chance)=0.78, following Bloom et al. 2002), thereby strengthening the conclusion that GRBs are preferentially located in star-forming regions in their hosts. Apart from being faint, the three hosts consist of multiple structures, indicative of merging and active star-formation. For one of the hosts, GRB 980329, we estimate a photometric redshift of z~3.5."
1732720,"The results of a multisite photometric campaign of θ2 Tau are reported. This binary system consists of an evolved and a main-sequence A star, both situated inside the instability strip. The 12th Delta Scuti Network campaign included 152 h of high-precision photometry obtained at four observatories. This leads to the derivation of 11 frequencies of pulsation in the 10.8 to 14.6 cycle d−1 range. These frequencies confirm the results from previous Earth-based (1982–1986) as well as satellite (2000) photometry, although amplitude variability on a time-scale of several years is present. We show that at least two high frequencies (26.18 and 26.73 cycle d−1) are also present in θ2 Tau. Arguments are given that these high frequencies originate in the main-sequence companion and are not combination frequencies, fi+fj, from the primary. Models for both the primary and the secondary components were checked for the instability against radial and non-radial oscillations. All hot models of the primary with Teff > 8000 K are stable in the observed frequency range. The best fit between the theoretical and observed frequency ranges is achieved for models with Teff≈ 7800 K (or slightly higher), in agreement with photometric calibrations. The instability range spans two or three radial orders in the range p4 to p6 for radial modes. Post-main-sequence models (with or without overshooting) are preferable for the primary, but main-sequence models with overshooting cannot be excluded. For the less-luminous secondary component the instability range is wider and spans 5 to 7 radial orders from p2 to p8. The observed frequencies lie around radial modes p5 to p6. The main uncertainties of these results are caused by a simple treatment of the convective flux in the hydrogen ionization zone."
1732721,"Gravitational lensing will cause a dispersion in the Hubble diagram for high redshift sources. This effect will introduce a bias in the cosmological parameter determination using the distance-redshift relation for Type Ia supernovae. In this note we show how one can diagnose and correct for this bias when doing precision cosmology with supernovae. Comment: 5 pages, 5 figures, accepted for publication in A&A"
1732722,"In this paper we present detailed models of the vertical structure (temperature and density) of passive irradiated circumstellar disks around T Tauri and Herbig Ae/Be stars. In contrast to earlier work, we use full frequency- and angle-dependent radiative transfer instead of the usual moment equations. We find that this improvement of the radiative transfer has strong influence on the resulting vertical structure of the disk, with differences in temperature as large as 70 %. However, the spectral energy distribution (SED) is only mildly affected by this change. In fact, the SED compares reasonably well with that of improved versions of the Chiang & Goldreich (CG) model. This shows that the latter is a reasonable model for the SED, in spite of its simplicity. It also shows that from the SED alone, little can be learned about the vertical structure of a passive circumstellar disk. The molecular line emission from these disks is more sensitive to the vertical temperature and density structure, and we show as an example how the intensity and profiles of various CO lines depend on the adopted disk model. The models presented in this paper can also serve as the basis of theoretical studies of e.g. dust coagulation and settling in disks. Comment: 12 pages, 15 figures, accepted for publication in A&A"
1732723,"Spatially resolved photocurrent measurements on carbon nanotube field-effect transistors (CNFETs) operated in various transport regimes are reported. It is demonstrated that the photocurrents measured at different biasing conditions provide access to the electronic band structure profile of the nanotube channel. A comparison of the profiles with the device switched into n- or p-type states clearly evidences the impact of chemical doping from the ambient. Moreover, we show that scanning photocurrent microscopy constitutes an effective and facile technique for the quantitative determination of the Schottky barrier height in such devices."
1732724,"This paper deals with some classical problems about the projective geometry of complex algebraic curves. We call locally toric a projective curve that in a neighbourhood of every point has a local analytical parametrization of type , with a1, …, an relatively prime positive integers. In this paper we prove that the general tangent line to a locally toric curve in P3 meets the curve only at the point of tangency. More generally, under mild hypotesis, up to a finite number of anomalous parametrizations , the general osculating 2-space to a locally toric curve of genus g < 2 in P4 does not meet the curve again. The arithmetic part of the proof of this result relies on the results contained in the Appendix. By means of the same methods we give some applications and we propose possible further developments. © 2011 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim"
1732725,"We develop a path-integral theory to study the angle-resolved photoemission spectra (ARPES) of high-T_c superconductors based on a two-dimensional model for the CuO2 conduction plane, including both electron-electron (e-e) and electron-phonon (e-ph) interactions. Comparing our result with the experimental one of Bi2Sr2CaCu2O8, we find that the experimentally observed isotopic band shift in ARPES is due to the off-diagonal quadratic e-ph coupling, whereas the presence of e-e repulsion partially suppresses this effect."
1732726,"The dynamics of activation waves in excitable media can give rise to spiral turbulence, the resulting spatiotemporal chaos being associated with empirical biological phenomena such as life-threatening disturbances in the natural rhythm of the heart. In this paper, we propose a spatially extended but non-global scheme using an array of control points for terminating such spatiotemporally chaotic excitations. A low-amplitude control signal is applied sequentially at each point on the array, resulting in a traveling wave of excitation in the underlying medium which drives away the turbulent activity. Our method is robust even in the presence of significant heterogeneities in the medium, which have often been an impediment to the success of other control schemes."
1732727,"Consider a local chain Differential Graded algebra, such as the singular chain complex of a pathwise connected topological group.In two previous papers, a number of homological results were proved for such an algebra: An Amplitude Inequality, an Auslander–Buchsbaum Equality, and a Gap Theorem. These were inspired by homological ring theory.By the so-called looking glass principle, one would expect that analogous results exist for simply connected cochain Differential Graded algebras, such as the singular cochain complex of a simply connected topological space.Indeed, this paper establishes such analogous results."
1732728,"We study the theoretical signature of magnetic masses on the light curve of the gravitational microlensing effect in NUT space. The light curves for microlensing events in NUT space are presented and contrasted with those caused by lensing produced by normal matter. In the next step, associating the magnetic mass to the massive astrophysical compact halo objects (MACHOs), we try to see the effect on the light curves of microlensing candidates observed by the MACHO group. The presence or absence of this feature in the observed microlensing events can shed light on the question of the existence of magnetic masses in the Universe."
1732729,"Using pulse timing observations we have obtained precise parameters, including positions with about 20 mas accuracy, of five millisecond pulsars in NGC 6752. Three of them, located relatively close to the cluster center, have line-of-sight accelerations larger than the maximum value predicted by the central mass density derived from optical observation, providing dynamical evidence for a central mass-to-light ratio >~ 10, much higher than for any other globular cluster. It is likely that the other two millisecond pulsars have been ejected out of the core to their present locations at 1.4 and 3.3 half-mass radii, respectively, suggesting unusual non-thermal dynamics in the cluster core. Comment: Accepted by ApJ Letter. 5 pages, 2 figures, 1 table"
1732730,"We discuss near-infrared star counts at the Galactic pole with a view to guiding the NGST and ground-based NIR cameras. Star counts from deep K-band images from the CFHT are presented, and compared with results from the 2MASS survey and some Galaxy models. With appropriate corrections for detector artifacts and galaxies, the data agree with the models down to K~18, but indicate a larger population of fainter red stars. There is also a significant population of compact galaxies that extend to the observational faint limit of K=20.5. Recent Galaxy models agree well down to K$\sim$19, but diverge at fainter magnitudes. Comment: 14 pages and 4 diagrams; to appear in PASP"
1732731,"(abridged) We present high-resolution echelle spectroscopy of a photometricaly-selected sample if thirty-nine dwarfs with spectral types between M6.5 and L0.5. Two stars, 2MASSI 0253202+271333 and 2MASSW 0952219-192431, are double-lined spectroscopic binaries. We have used our observations to search for Li I 6708 A absorption, characteristic of sub-stellar mass; estimate the level of chromospheric activity through measurement of H-alpha emission fluxes; measure rotational velocities via line broadening; and determine radial velocities and Galactic space motions. Two dwarfs have strong lithium absorption, the previously-known brown dwarf, LP 944-20, and 2MASSI J0335020+234235, which we identify as a probable 0.06 M_sun brown dwarf, age ~1 Gyr. We have investigated the prospect of using the observed frequency of lithium absorption amongst ultracool M dwarfs (M7 to M9.5) as a probe of the initial mass function. The available observations are difficult to reconcile with Salpeter-like power-law mass functions (alpha > 2) for masses below 0.1M_Sun. A comparison between the rotational velocities and -alpha fluxes shows no evidence for significant correlation. Velocity dispersions are significantly lower than those measured for nearby M dwarfs, but show remarkable similarity to results for earlier-type emission-line (dMe) dwarfs. The latter are generally assigned ages of less than ~3 Gyrs."
1732732,"Hickson Compact Group (HCG) 31, consisting of the Wolf-Rayet galaxy NGC 1741 and its irregular dwarf companions, was observed using the Infrared Space Observatory. The deconvolved ISOCAM maps of the galaxies using the 7.7 micron and 14.3 micron (LW6 and LW3) filters are presented, along with ISOPHOT spectrometry of the central starburst region of NGC 1741 and the nucleus of galaxy HCG 31A. Strong mid-IR emission was detected from the central burst in NGC 1741, along with strong PAH features and a blend of features including [S IV] at 10.5 micron. The 14.3/6.75 micron flux ratio, where the 6.75 micron flux was synthesized from the PHT-S spectrum, and 14.3/7.7 micron flux ratios suggest that the central burst within NGC 1741 may be moving towards the post-starburst phase. Diagnostic tools including the ratio of the integrated PAH luminosity to the 40 to 120 micron infrared luminosity and the far-infrared colours reveal that despite the high surface brightness of the nucleus, the properties of NGC 1741 can be explained in terms of a starburst and do not require the presence of an AGN. The Tycho catalogue star TYC 04758-466-1, with m$_{V}$ = 11.3 and spectral type F6, was detected at 7.7 and 14.3 microns. Comment: 27 pages, 7 figures. Accepted for publication in the Astrophysical Journal"
1732733,"Statistical properties of the interplanetary magnetic field fluctuations can provide an important insight into the solar wind turbulent cascade. Recently, analysis of the Probability Density Functions (PDF) of the velocity and magnetic field fluctuations has shown that these exhibit non-Gaussian properties on small time scales while large scale features appear to be uncorrelated. Here we apply the finite size scaling technique to explore the scaling of the magnetic field energy density fluctuations as seen by WIND. We find a single scaling sufficient to collapse the curves over the entire investigated range. The rescaled PDF follow a non Gaussian distribution with asymptotic behavior well described by the Gamma distribution arising from a finite range Lévy walk. Such mono scaling suggests that a Fokker-Planck approach can be applied to study the PDF dynamics. These results strongly suggest the existence of a common, nonlinear process on the time scale up to 26 hours."
1732734,"We describe an axisymmetric general relativistic code for rotational core collapse. The code evolves the coupled system of metric and fluid equations using the ADM 3+1 formalism and a conformally flat metric approximation of the Einstein equations. Within this approximation the ADM 3+1 equations reduce to a set of five coupled non-linear elliptic equations for the metric components. The equations are discretized on a 2D grid in spherical polar coordinates and are solved by means of a Newton-Raphson iteration using a block elimination scheme to solve the diagonally dominant, sparse linear system arising within each iteration step. The relativistic hydrodynamics equations are formulated as a rst-order flux-conservative hyperbolic system and are integrated using high-resolution shock-capturing schemes based on Riemann solvers. We assess the quality of the conformally flat metric approximation for relativistic core collapse and present a comprehensive set of tests that the code successfully passed. The tests include relativistic shock tubes, the preservation of the rotation pro le and of the equilibrium of rapidly and di erentially rotating neutron stars (approximated as rotating polytropes), spherical relativistic core collapse, and the conservation of rest-mass and angular momentum in dynamic spacetimes. The application of the code to relativistic rotational core collapse, with emphasis on the gravitational waveform signature, is presented in an accompanying paper. Font Roda, Jose Antonio, J.Antonio.Font@uv.es"
1732735,"We have performed hydrodynamic simulations of relativistic rotational supernova core collapse in axisymmetry and have computed the gravitational radiation emitted by such an event. The Einstein equations are formulated using the conformally flat metric approximation, and the corresponding hydrodynamic equations are written as a first-order flux-conservative hyperbolic system. Details of the methodology and of the numerical code have been given in an accompanying paper. We have simulated the evolution of 26 models in both Newtonian and relativistic gravity. The initial configurations are di erentially rotating relativistic 4=3-polytropes in equilibrium which have a central density of 10^10 g cm^−3. Collapse is initiated by decreasing the adiabatic index to some prescribed fixed value. The equation of state consists of a polytropic and a thermal part for a more realistic treatment of shock waves. Any microphysics like electron capture and neutrino transport is neglected. Our simulations show that the three di erent types of rotational supernova core collapse and gravitational waveforms identified in previous Newtonian simulations (regular collapse, multiple bounce collapse, and rapid collapse) are also present in relativistic gravity. However, rotational core collapse with multiple bounces is only possible in a much narrower parameter range in relativistic gravity. The relativistic models cover almost the same range of gravitational wave amplitudes (4x10^−21 <= h^TT 3x10^−20 for a source at a distance of 10 kpc) and frequencies (60 Hz <= ν <= 1000 Hz) as the corresponding Newtonian ones. Averaged over all models, the total energy radiated in the form of gravitational waves is 8.2 10^−8 Moc^2 in the relativistic case, and 3.6 10^−8 Moc^2 in the Newtonian case. For all collapse models that are of the same type in both Newtonian and relativistic gravity, the gravitational wave signal is of lower amplitude. If the collapse type changes, either weaker or stronger signals are found in the relativistic case. For a given model, relativistic gravity can cause a large increase of the characteristic signal frequency of up to a factor of five, which may have important consequences for the signal detection. Our study implies that the prospects for detection of gravitational wave signals from axisymmetric supernova rotational core collapse do not improve when taking into account relativistic gravity. The gravitational wave signals obtained in our study are within the sensitivity range of the first generation laser interferometer detectors if the source is located within the Local Group. An online catalogue containing the gravitational wave signal amplitudes and spectra of all our models is available at the URL http://www.mpa-garching.mpg.de/Hydro/hydro.html. Font Roda, Jose Antonio, J.Antonio.Font@uv.es"
1732736,"In order to map the three-dimensional location and shape of the emission originating within the accretion stream in AM Her systems, we have investigated the possibilities of relaxing the hitherto-applied constraint of a predetermined stream trajectory in modelling the eclipse profiles. We use emission points which can be located anywhere in the Roche lobe of the primary, together with a regularization term which favours any curved stream structure, connected at the secondary and white dwarf primary. Our results show that, given suitable regularization constraints, such inversion is feasible. We investigate the effect of removing the regularization term, and also the sensitivity of the fit to input parameters such as inclination."
1732737,"A fullerene graph F is a 3-connected plane cubic graph with exactly 12 pentagons and the remaining faces as hexagons. Let M be a perfect matching of F. A cycle C of F is M-alternating if the edges of C appear alternately in and off M. A set $\mathcal{H}$ of disjoint hexagons of F is called a resonant pattern (or sextet pattern) if F has a perfect matching M such that all hexagons in $\mathcal{H}$ are M-alternating. A fullerene graph F is k-resonant if any i ($0\leq i \leq k$) disjoint hexagons of F form a resonant pattern. In this paper, we prove that every hexagon of a fullerene graph is resonant and all leapfrog fullerene graphs are 2-resonant. Further, we show that a 3-resonant fullerene graph has at most 60 vertices and we construct all nine 3-resonant fullerene graphs, which are also k-resonant for every integer $k>3$. Finally, sextet polynomials of the 3-resonant fullerene graphs are computed."
1732738,"In a recent paper (Dai & Lu 1999), we have proposed a simple model in which the steepening in the light curve of the R-band afterglow of the gamma-ray burst (GRB) 990123 is caused by the adiabatic shock which has evolved from an ultrarelativistic phase to a nonrelativistic phase in a dense medium. We find that such a model is quite consistent with observations if the medium density is about $3\times 10^6 {\rm cm}^{-3}$. Here we discuss this model in more details. In particular, we investigate the effects of synchrotron self absorption and energy injection. A shock in a dense medium becomes nonrelativistic rapidly after a short relativistic phase. The afterglow from the shock at the nonrelativistic stage decays more rapidly than at the relativistic stage. Since some models for GRB energy sources predict that a strongly magnetic millisecond pulsar may be born during the formation of GRB, we discuss the effect of such a pulsar on the evolution of the nonrelativistic shock through magnetic dipole radiation. We find that after the energy which the shock obtains from the pulsar is much more than the initial energy of the shock, the afterglow decay will flatten significantly. When the pulsar energy input effect disappears, the decay will steepen again. These features are in excellent agreement with the afterglows of GRB 980519, GRB 990510 and GRB 980326. Furthermore, our model fits very well all the observational data of GRB 980519 including the last two detections. Comment: 21 pages, LaTeX, accepted for publication in ApJ, one paragraph added"
1732739,"We have analyzed over 2 years of RXTE/ASM data for Cygnus X-1. We have detected the 5.6-day orbital period in Lomb-Scargle periodograms of both light curves and hardness ratios when Cyg X-1 was in the hard state. This detection was made with improved sensitivity and temporal coverage compared with previous detections by other X-ray missions. The folded light curves and hardness ratios show a broad intensity dip accompanied by spectral hardening centered on superior conjunction of the X-ray source. The dip has a duration of about 27% of the orbital period and depth ranging from 8% to 23% of the non-dip intensities in three energy bands. Variability on time scales of hours is often evident within the broad dip in the unfolded data. In contrast, no feature at the orbital period is evident in the periodograms or folded light curves for the soft state. Absorption of X-rays by a stellar wind from the companion star can reproduce the observed X-ray orbital modulations in the hard state. To explain the low orbital modulation in the soft-state data, a reduction of the wind density during the soft state would be required. As an alternative, a partial covering scenario is described which could also account for the lack of the orbital modulation in the soft state."
1732740,"The discovery of strong gamma-ray and hard X-ray emission and the results from various multifrequency campaigns have disclosed new aspects of the blazar phenomenology, leading to a much more robust understanding of the mechanisms underlying their emission, and offering clues for the energetics of their relativistic jets. I review these aspects, and propose that all the diversity in the blazar phenomenology depends on only one parameter. I also suggest that some of the blazar characteristics can be explained by the internal shock scenario, as proposed to explain the emission from gamma-ray bursts."
1732741,"Supernova remnants are expected to contain braided (or stochastic) magnetic fields, which are in some regions directed mainly perpendicular to the shock normal. For particle acceleration due to repeated shock crossings, the transport in the direction of the shock normal is crucial. The mean squared deviation along the shock normal is then proportional to the square root of the time. This kind of anomalous transport is called sub-diffusion. We use a Monte-Carlo method to examine this non-Markovian transport and the acceleration. As a result of this simulation we are able to examine the propagator, density and pitch-angle distribution of accelerated particles, and especially the spectral properties. These are in broad agreement with analytic predictions for both the sub-diffusive and the diffusive regimes, but the steepening of the spectrum predicted when changing from diffusive to sub-diffusive transport is found to be even more pronounced than predicted."
1732742,"We respond to Comment on our recent letter (Phys.Rev.Lett.99:092501,2007) by Dean et al (arXiv:0709.0449)."
1732743,"We have investigated different scenarios for the origin of the binary millisecond pulsar PSR J1911-5958A in NGC 6752, the most distant pulsar discovered from the core of a globular cluster to date. The hypothesis that it results from a truly primordial binary born in the halo calls for accretion-induced collapse and negligible recoil speed at the moment of neutron star formation. Scattering or exchange interactions off cluster stars are not consistent with both the observed orbital period and its offset position. We show that a binary system of two black holes with (unequal) masses in the range of 3-100 solar masses can live in NGC 6752 until present time and can have propelled PSR J1911-5958A into an eccentric peripheral orbit during the last ~1 Gyr. Comment: Accepted by ApJ Letter. 5 pages, 1 figure, 1 table"
1732744,"We have recently written a new code to simulate the long term evolution of spherical clusters of stars. It is based on the pioneering Monte Carlo scheme proposed by Henon in the 70's. Our code has been devised in the specific goal to treat dense galactic nuclei. After having described how we treat relaxation in a first paper, we go on and include further physical ingredients that are mostly pertinent to galactic nuclei, namely the presence of a central (growing) black hole (BH) and collisions between MS stars. Stars that venture too close to the BH are destroyed by the tidal field. This process is a channel to feed the BH and a way to produce accretion flares. Collisions between stars have often been proposed as another mechanism to drive stellar matter into the central BH. To get the best handle on the role of this process in galactic nuclei, we include it with unpreceded realism through the use of a set of more than 10000 collision simulations carried out with a SPH (Smoothed Particle Hydrodynamics) code. Stellar evolution has also been introduced in a simple way, similar to what has been done in previous dynamical simulations of galactic nuclei. To ensure that this physics is correctly simulated, we realized a variety of tests whose results are reported here. This unique code, featuring most important physical processes, allows million particle simulations, spanning a Hubble time, in a few CPU days on standard personal computers and provides a wealth of data only rivalized by N-body simulations. Comment: 32 pages, 19 figures. Slightly shortened and clarified following referee's suggestions. Accepted for publication in A&A. Version with high quality figures available at http://obswww.unige.ch/~freitag/papers/article_MC2.ps.gz"
1732745,"We present detailed abundance observations of the metal-poor ([Fe/H] = --2.0) Galactic halo star BD+17 3248. We have detected gold in this star, for the first time in any halo star. We also detected a weak line at 3859.60 A in the spectrum of BD+17 3248 that we tentatively identify with uranium. This would be only the second such detection of this radioactive element in any metal-poor halo stars. Similarly to the case of CS 22892--052, the heavier n-capture elements (Z >= 56) fall on the scaled solar system r-process abundance curve, while the elements with Z = 40--50 in BD+17 3248 fall below that same solar curve. Employing the newly detected Th, U and third r-process peak element (e.g., Pt, Ir) abundances, chronometric age estimates have been made for BD+17 3248. The average value of the various chronometric pairs suggests an age of 13.8 +/- 4 Gyr for this star, consistent, within error limits, with other chronometric age determinations for metal-poor Galactic halo stars."
1732746,"We have analyzed 53 deg2 of RC-band imaging data from the Red-Sequence Cluster Survey (RCS) and measured the excess correlations in the shapes of galaxies on scales out to ~15. We separate the signal into an ""E"" (lensing) and ""B"" (systematics) mode, which allows us to study the contribution from residual systematics and intrinsic alignments. On scales larger than 10', we find no B mode, suggesting that the signal at those scales is caused solely by gravitational lensing. On smaller scales we find a small but significant B mode. This signal is also present when we select a sample of bright (20 < RC < 22) galaxies. These galaxies are rather insensitive to observational distortions, and we therefore conclude that the observed B mode is likely to be caused by intrinsic alignments. To minimize the effect of intrinsic alignments, we limit the cosmic shear analysis to galaxies with 22 < RC < 24. We derive joint constraints on Ωm and σ8 by marginalizing over Γ, ΩΛ, and the source redshift distribution, using different priors. Marginalizing over Γ and ΩΛ, and using a flat prior for the source redshift distribution, yields a conservative constraint of σ8 = 0.45Ω (95% confidence). A better constraint is derived when we use Gaussian priors for Γ (from the Two-Degree Field survey) and Ωm + ΩΛ (from cosmic microwave background [CMB]), and the source redshift distribution. For this choice of priors, we find σ8 = (0.46)Ω (95% confidence). We also investigated whether the RCS data can be used to constrain Γ. Using our set of Gaussian priors, we find that we can only place a lower bound on Γ for which we find Γ > 0.1 + 0.16Ωm (95% confidence). Comparison of the RCS results with three other recent cosmic shear measurements shows excellent agreement. The current weak-lensing results are also in good agreement with CMB measurements, when we allow the reionization optical depth τ and the spectral index ns to vary. We present a simple demonstration of how the weak-lensing results can be used as a prior in the parameter estimation from CMB measurements to derive constraints on the reionization optical depth τ."
1732747,"We have undertaken a search for variable stars in the metal-rich globular cluster NGC 6388 using time-series BV photometry. Twenty-eight new variables were found in this survey, increasing the total number of variables found near NGC 6388 to ~57. A significant number of the variables are RR Lyrae (~14), most of which are probable cluster members. The periods of the fundamental mode RR Lyrae are shown to be unusually long compared to metal-rich field stars. The existence of these long period RRab stars suggests that the horizontal branch of NGC 6388 is unusually bright. This implies that the metallicity-luminosity relationship for RR Lyrae stars is not universal if the RR Lyrae in NGC 6388 are indeed metal-rich. We consider the alternative possibility that the stars in NGC 6388 may span a range in [Fe/H]. Four candidate Population II Cepheids were also found. If they are members of the cluster, NGC 6388 would be the most metal-rich globular cluster to contain Population II Cepheids. The mean V magnitude of the RR Lyrae is found to be 16.85+/-0.05 resulting in a distance of 9.0 to 10.3 kpc, for a range of assumed values of for RR Lyrae. We determine the reddening of the cluster to be E(B-V)=0.40+/-0.03 mag, with differential reddening across the face of the cluster. We discuss the difficulty in determining the Oosterhoff classification of NGC 6388 and NGC 6441 due to the unusual nature of their RR Lyrae, and address evolutionary constraints on a recent suggestion that they are of Oosterhoff type II. Comment: 35 pages, 16 figures, emulateapj5/apjfonts style. Astronomical Journal, in press. We recommend the interested reader to download instead the preprint with full-resolution figures, which can be found at http://www.noao.edu/noao/staff/pritzl/clusters.html"
1732748,"The Echellette Spectrograph and Imager (ESI) is a multipurpose instrument which has been delivered by the Instrument Development Laboratory of Lick Observatory for use at the Cassegrain focus of the Keck II telescope. ESI saw first light on August 29, 1999. ESI is a multi-mode instrument that enables the observer to seamlessly switch between three modes during an observation. The three modes of ESI are: An R=13,000-echellette mode; Low-dispersion prismatic mode; Direct imaging mode. ESI contains a unique flexure compensation system which reduces the small instrument flexure to negligible proportions. Long-exposure images on the sky show FWHM spot diameters of 34 microns (0.34"") averaged over the entire field of view. These are the best non-AO images taken in the visible at Keck Observatory to date. Maximum efficiencies are measured to be 28% for the echellette mode and greater than 41% for low-dispersion prismatic mode including atmospheric, telescope and detector losses. In this paper we describe the instrument and its development. We also discuss the performance-testing and some observational results."
1732749,"Classifications on the DDO system are given for the host galaxies of 177 supernovae (SNe) that have been discovered since 1997 during the course of the Lick Observatory Supernova Search with the Katzman Automatic Imaging Telescope. Whereas SNe Ia occur in all galaxy types, it is found, at a high level of statistical confidence, that SNe Ib, Ic, and II are strongly concentrated in late-type galaxies. However, attention is drawn to a possible exception provided by SN 2001I. This SN IIn occurred in the E2 galaxy UGC 2836, which was not expected to harbor a massive young supernova progenitor. Comment: Accepted to be published in PASP"
1732750,"Despite the importance of the magnetorotational instability (MRI) as a fundamental mechanism for angular momentum transport in magnetized accretion disks, it has yet to be demonstrated in the laboratory. A liquid sodium alpha-omega dynamo experiment at the New Mexico Institute of Mining and Technology provides an ideal environment to study the MRI in a rotating metal annulus (Couette flow). A local stability analysis is performed as a function of shear, magnetic field strength, magnetic Reynolds number, and turbulent Prandtl number. The later takes into account the minimum turbulence induced by the formation of an Ekman layer against the rigidly rotating end walls of a cylindrical vessel. Stability conditions are presented and unstable conditions for the sodium experiment are compared with another proposed MRI experiment with liquid gallium. Due to the relatively large magnetic Reynolds number achievable in the sodium experiment, it should be possible to observe the excitation of the MRI for a wide range of wavenumbers and further to observe the transition to the turbulent state. Comment: 12 pages, 22 figures, 1 table. To appear in the Astrophysical Journal"
1732751,"Nowadays, Gravitational lensing is a fundamental toot to study the light propagation in the universe and the evolution of structures. Here, diferent forms of the Santos & Lima smoothness parameter as a funtion of cosmological redshift are used in order to describe various scenarios of evolution of structure. Its effects on the strong gravitational lensing SGL by galaxy cluster dark halos are analized in LCDM, EdS and OCDM cosmologies. The dark matter halos modeled by Navarro-Frenk-White singular profile and the Preses-Schechter approximation is assumed to describe its distribution. We found that SGL probability by galaxy clusters becomes to be sensible to the evolution of structures scenario considered for sources farther than z approximate to 2 and it strongly depends on the cosmology and the smoothness parameter actual value."
